"spo","meanW","semW"
"SPO1061",1.02,0.022
"SPO1062",0.942,0.048
"SPO1063",0.969,0.074
"SPO1064",1.02,0.036
"SPO1065",0.941,0.058
"SPO1066",1.032,0.029
"SPO1067",1.029,0.017
"SPO1068",0.776,0.132
"SPO1069",1.014,0.056
"SPO1070",0.896,0.043
"SPO1071",0.991,0.036
"SPO1072",0.875,0.124
"SPO1073",1.026,0.099
"SPO1074",1.031,0.036
"SPO1075",0.973,0.026
"SPO1076",0.984,0.023
"SPO1077",1.049,0.063
"SPO1078",1.019,0.015
"SPO1079",0.822,0.311
"SPO1080",1.013,0.105
"SPO1081",1.094,0.054
"SPO1082",1.146,0.414
"SPO1083",1.031,0.02
"SPO1084",1.058,0.257
"SPO1085",0.87,0.056
"SPO1086",0.768,0.258
"SPO1087",1.02,0.043
"SPO1088",1.053,0.029
"SPO1089",1.023,0.081
"SPO1090",0.983,0.024
"SPO1091",0.605,0.605
"SPO1092",0.936,0.035
"SPO1093",0.957,0.038
"SPO1094",0.389,0.228
"SPO1094a",1.004,0.024
"SPO1095",0.968,0.016
"SPO1097",0.399,0.153
"SPO1098",0.8,0.104
"SPO1101",0.352,0.211
"SPO1102",0,NA
"SPO1103",0.98,0.045
"SPO1104",0.994,0.043
"SPO1106",0.617,0.24
"SPO1107",0.966,0.015
"SPO1108",0.977,0.027
"SPO1109",0.948,0.024
"SPO1110",0.931,0.064
"SPO1111",0.972,0.124
"SPO1112",0.987,0.041
"SPO1113",1.048,0.017
"SPO1114",0.985,0.034
"SPO1115",0.996,0.02
"SPO1116",1.007,0.008
"SPO1117",0.619,0.058
"SPO1119",1.03,0.057
"SPO1120",0.867,0.044
"SPO1122",1.083,0.09
"SPO1125",1.048,0.06
"SPO1126",1.08,0.039
"SPO1127",0.902,0.1
"SPO1128",1.065,0.046
"SPO1129",1.028,0.029
"SPO1130",0.991,0.126
"SPO1131",1.025,0.02
"SPO1132",1.069,0.056
"SPO1133",0.97,0.045
"SPO1134",1.025,0.06
"SPO1135",1.07,0.049
"SPO1136",0.928,0.058
"SPO1137",0.893,0.021
"SPO1138",0.872,0.063
"SPO1139",0.897,0.06
"SPO1140",0.934,0.059
"SPO1141",0.903,0.171
"SPO1142",0.925,0.025
"SPO1143",0.862,0.094
"SPO1144",0.925,0.043
"SPO1145",0.997,0.025
"SPO1146",0.978,0.044
"SPO1147",0.904,0.066
"SPO1148",0.935,0.024
"SPO1150",1.045,0.055
"SPO1151",0.927,NA
"SPO1152",0.991,0.056
"SPO1153",0.972,0.095
"SPO1154",0.95,0.03
"SPO1155",0.156,0.156
"SPO1159",0.866,0.062
"SPO1160",0.913,0.038
"SPO1161",0.995,0.023
"SPO1164",0.911,0.129
"SPO1165",0.956,0.037
"SPO1166",0.996,0.039
"SPO1168",0.917,0.32
"SPO1171",0.988,0.01
"SPO1172",1.041,0.028
"SPO1173",0.922,0.07
"SPO1174",0.946,0.06
"SPO1175",0.984,0.036
"SPO1176",0.995,0.019
"SPO1185",1.005,0.011
"SPO1186",0.756,0.024
"SPO1188",0.954,0.041
"SPO1189",1.193,0.045
"SPO1190",0.626,0.313
"SPO1191",0.77,0.216
"SPO1192",1.008,0.027
"SPO1197",0.98,0.048
"SPO1199",0.873,0.451
"SPO1204",0.952,0.064
"SPO1205",1.307,NA
"SPO1206",0.57,0.201
"SPO1207",1.055,0.054
"SPO1208",0.519,0.519
"SPO1209",0.984,0.029
"SPO1210",1,0.025
"SPO1211",0.995,0.038
"SPO1212",1.041,0.031
"SPO1213",0.982,0.049
"SPO1214",0.991,0.034
"SPO1215",0.964,0.037
"SPO1216",0.892,0.015
"SPO1217",0.915,0.103
"SPO1218",0.915,0.012
"SPO1219",1.048,0.005
"SPO1220",0.939,0.035
"SPO1221",0.996,0.004
"SPO1222",0.934,0.005
"SPO1223",0.918,0.046
"SPO1224",0.924,0.026
"SPO1225",0.79,0.058
"SPO1226",0.958,0.013
"SPO1226a",1.009,0.019
"SPO1227",0.971,0.025
"SPO1228",0.955,0.029
"SPO1229",0.961,0.041
"SPO1230",0.929,0.009
"SPO1231",0.948,0.009
"SPO1232",0.839,0.049
"SPO1233",0.917,0.005
"SPO1234",1.008,0.018
"SPO1235",0.963,0.006
"SPO1236",0.989,0.011
"SPO1237",0.959,0.006
"SPO1240",0.827,0.052
"SPO1241",1.038,0.035
"SPO1243",1.043,0.112
"SPO1244",1.015,0.141
"SPO1245",1.007,0.021
"SPO1246",0.78,0.114
"SPO1247",0.856,0.05
"SPO1249",1.045,0.009
"SPO1250",1.038,0.078
"SPO1251",0.898,0.091
"SPO1252a",1.068,0.038
"SPO1254",1.074,0.01
"SPO1255",1.046,0.068
"SPO1256",0.891,0.031
"SPO1257",1.016,0.078
"SPO1259",0.933,0.021
"SPO1260",1.032,0.041
"SPO1262",0.848,0.101
"SPO1263",1.008,0.012
"SPO1264",1.028,0.023
"SPO1265",0.549,0.352
"SPO1267",1.104,NA
"SPO1268",1.071,0.112
"SPO1270",0.988,0.089
"SPO1271",0.999,0.025
"SPO1272",1.043,0.022
"SPO1274",0.996,0.02
"SPO1275",1.058,0.08
"SPO1276",1.052,0.078
"SPO1277",1.007,0.024
"SPO1278",0.921,0.034
"SPO1279",0.947,0.142
"SPO1280",0.92,0.038
"SPO1284",1.012,0.026
"SPO1285",0.934,0.003
"SPO1286",0.924,0.117
"SPO1287",0.806,0.123
"SPO1288",0.838,0.034
"SPO1289",0.956,0.014
"SPO1290",1.113,0.075
"SPO1291",1.003,0.045
"SPO1292",0.862,0.108
"SPO1293",0.913,0.068
"SPO1294",0.862,0.047
"SPO1295",0.972,0.026
"SPO1298",0.977,0.034
"SPO1299",0.961,0.023
"SPO1300",0.979,0.033
"SPO1301",1.033,0.085
"SPO1302",0.97,0.049
"SPO1303",0.947,0.055
"SPO1304",0.938,0.042
"SPO1305",1.001,0.028
"SPO1306",1.026,0.047
"SPO1307",1.028,0.058
"SPO1308",1.007,0.071
"SPO1309",0.862,0.048
"SPO1310",1.008,0.116
"SPO1310a",0.731,0.236
"SPO1311",1.028,0.031
"SPO1312",0.747,0.386
"SPO1314",1.038,0.021
"SPO1315",1.113,0.013
"SPO1316",1.061,0.049
"SPO1318",0.35,0.12
"SPO1319",0.821,0.035
"SPO1320",0.765,0.038
"SPO1321",1.179,0.275
"SPO1322",1.005,0.019
"SPO1323",0.98,0.054
"SPO1324",1.035,0.166
"SPO1325",0.831,0.113
"SPO1327",0.891,0.049
"SPO1328",0.96,0.028
"SPO1329",0.598,0.096
"SPO1330",0.821,0.103
"SPO1331",0.918,0.023
"SPO1332",0,NA
"SPO1333",1.048,0.036
"SPO1334",0.937,0.145
"SPO1335",0.888,0.055
"SPO1337",0.92,0.021
"SPO1337a",0.696,0.696
"SPO1339",0,NA
"SPO1340",0.874,0.064
"SPO1342",0.847,0.039
"SPO1343",0.991,0.044
"SPO1344",0.818,NA
"SPO1345",0.28,0.167
"SPO1346",1.135,0.028
"SPO1347",1.092,0.021
"SPO1349",1.13,0.066
"SPO1351",0.119,0.119
"SPO1352a",1.116,0.057
"SPO1354",0.97,0.044
"SPO1356",1.117,0.099
"SPO1356a",0.602,0.052
"SPO1357",1.046,0.03
"SPO1358",0,NA
"SPO1359",0.83,0.04
"SPO1360",1.066,0.068
"SPO1361",1.071,0.051
"SPO1364a",1.013,0.084
"SPO1365",0.922,0.022
"SPO1366",0,0
"SPO1367",0,0
"SPO1368",0.935,0.066
"SPO1369",0.868,0.04
"SPO1370",0.961,0.038
"SPO1372",0.998,0.014
"SPO1373",0.836,0.035
"SPO1374",1.065,0.062
"SPO1375",0.919,0.038
"SPO1376",1.064,0.045
"SPO1379",1.028,0.065
"SPO1380",0.932,0.032
"SPO1381",0.862,0.521
"SPO1382",0.994,0.036
"SPO1383",0.898,0.009
"SPO1384",0.925,0.015
"SPO1385",0.938,0.027
"SPO1387",1.069,0.015
"SPO1388",0.884,0.035
"SPO1390",0,NA
"SPO1392",0,NA
"SPO1393",0.838,NA
"SPO1394",0.92,0.023
"SPO1395",0.774,0.402
"SPO1396",0.839,0.039
"SPO1397",1.017,0.05
"SPO1398",0.868,0.046
"SPO1399",0.792,0.039
"SPO1400",0.77,0.263
"SPO1401",0.853,0.056
"SPO1404",0.979,0.04
"SPO1405",0.91,0.053
"SPO1406",0.944,0.073
"SPO1407",0.84,0.068
"SPO1408",0.989,0.041
"SPO1409",1.135,0.031
"SPO1410",1.003,0.059
"SPO1411",0.977,0.082
"SPO1412",1.018,0.029
"SPO1412a",1.036,0.007
"SPO1413",1.037,0.018
"SPO1414",0.995,0.077
"SPO1415",0,0
"SPO1416",0.541,0.299
"SPO1417",0.945,0.045
"SPO1421",0.994,0.027
"SPO1424",0.901,0.045
"SPO1425",0.569,0.309
"SPO1426",1.011,0.031
"SPO1427",0.988,0.026
"SPO1429",0.994,0.066
"SPO1430",0.674,0.234
"SPO1431",1.028,0.034
"SPO1432",1.023,0.061
"SPO1433",0.835,0.062
"SPO1435",1.004,0.023
"SPO1436",0.829,0.121
"SPO1437",0.791,0.289
"SPO1438",1.025,0.151
"SPO1439",1.058,0.013
"SPO1440",1,0.069
"SPO1441",0.98,0.017
"SPO1442",1.014,0.041
"SPO1443",0.933,0.041
"SPO1444",0.954,0.024
"SPO1445",0.991,0.123
"SPO1446",1.061,0.132
"SPO1447",0.966,0.051
"SPO1448",1.04,0.068
"SPO1449",1.003,0.193
"SPO1450",0.966,0.015
"SPO1451",0.904,0.135
"SPO1452",0.823,0.05
"SPO1453",1.055,0.058
"SPO1454",0.985,0.055
"SPO1456",1.055,0.031
"SPO1457",0.928,0.134
"SPO1459",0.954,0.035
"SPO1460",0.92,0.099
"SPO1461",0.967,0.027
"SPO1462",0.907,0.07
"SPO1463",0.883,0.086
"SPO1464",0.745,0.114
"SPO1465",0.914,0.042
"SPO1466",0.75,0.376
"SPO1468",0.939,0.157
"SPO1469",1.003,0.111
"SPO1470",0.874,0.031
"SPO1471",0.722,0.25
"SPO1472",1.013,0.056
"SPO1473",0.86,0.081
"SPO1474",0.64,0.197
"SPO1475",1.03,0.111
"SPO1476",0.479,0.278
"SPO1477",1.1,0.058
"SPO1478",0.68,0.068
"SPO1479",0.867,0.028
"SPO1480",0.9,0.004
"SPO1481",0.804,0.074
"SPO1482",0.944,0.026
"SPO1483",0.719,0.055
"SPO1484",1.077,0.333
"SPO1485",0.982,0.11
"SPO1486",0.813,0.032
"SPO1488",0.907,0.044
"SPO1489",0.932,0.072
"SPO1490",0.947,0.057
"SPO1491",0.841,0.105
"SPO1492",0.918,0.033
"SPO1493",0.962,0.035
"SPO1494",1.145,0.098
"SPO1495",0.504,0.227
"SPO1496",1.045,0.031
"SPO1497",0.964,0.058
"SPO1498",1.047,0.038
"SPO1499",1.007,0.078
"SPO1501",0.988,0.03
"SPO1502",0.868,0.026
"SPO1503",0.792,0.15
"SPO1505",0.769,0.141
"SPO1506",0.853,0.03
"SPO1507",0.988,0.083
"SPO1508",0.99,0.062
"SPO1510",0.831,0.151
"SPO1511",1.34,NA
"SPO1513",0.874,0.119
"SPO1514",0.999,0.146
"SPO1515",0.938,0.061
"SPO1516",0.592,0.252
"SPO1517",0.951,0.044
"SPO1518",0,0
"SPO1519",0.912,0.032
"SPO1520",0.46,0.46
"SPO1521",0.92,0.058
"SPO1522",0.554,0.336
"SPO1524",0,NA
"SPO1525",0.882,0.067
"SPO1526",1.067,NA
"SPO1527",1.092,0.236
"SPO1529",0.762,0.258
"SPO1530",1.034,0.063
"SPO1531",1.059,NA
"SPO1532",0.824,0.067
"SPO1533",0.536,0.31
"SPO1534",0.696,0.342
"SPO1535",0.963,0.072
"SPO1536",0.806,0.1
"SPO1538",1.051,0.06
"SPO1539",0.993,0.098
"SPO1540",0.861,0.067
"SPO1541",1.307,NA
"SPO1542",1.014,0.048
"SPO1543",0.964,0.053
"SPO1544",0.856,0.052
"SPO1545",0.945,0.021
"SPO1546",0.849,0.15
"SPO1547",0.952,0.064
"SPO1548",0.815,0.276
"SPO1549",1.251,0.105
"SPO1550",0.847,0.074
"SPO1551",1.007,0.04
"SPO1552",0.975,0.025
"SPO1553",0.741,0.07
"SPO1554",0.947,0.078
"SPO1555",1.057,0.009
"SPO1556",0.991,0.014
"SPO1557",1.045,0.014
"SPO1558",0.975,0.135
"SPO1559",1.037,0.038
"SPO1560",1.056,0.037
"SPO1561",0.969,0.08
"SPO1562",0.914,0.056
"SPO1563",0.6,0.6
"SPO1564",1,0.134
"SPO1565",0.737,0.246
"SPO1566",1.099,0.029
"SPO1567",0.902,0.134
"SPO1568",0.742,0.249
"SPO1569",1.043,0.088
"SPO1570",0.764,0.103
"SPO1571",1.056,0.019
"SPO1572",1.007,0.035
"SPO1573",0.828,0.3
"SPO1574",0.882,0.128
"SPO1575",0.688,0.044
"SPO1576",0.86,0.042
"SPO1578",1.01,0.097
"SPO1579",0.953,0.09
"SPO1580",1.085,0.064
"SPO1581",1.1,0.073
"SPO1582",0.38,0.225
"SPO1584",0.948,0.142
"SPO1585",1,0.034
"SPO1586",1.015,0.06
"SPO1587",0.925,0.093
"SPO1588",0.839,0.085
"SPO1589",0.958,0.116
"SPO1590",0.949,0.069
"SPO1591",1.176,0.076
"SPO1592",0.906,0.02
"SPO1593",0.814,0.062
"SPO1594",1.108,0.088
"SPO1595",0.427,NA
"SPO1596",1.166,0.161
"SPO1597",1.078,0.067
"SPO1598",1.106,0.104
"SPO1599",0.913,0.084
"SPO1600",0.969,0.111
"SPO1601",1.035,0.074
"SPO1602",1.062,0.156
"SPO1603",0,NA
"SPO1604",0.613,0.224
"SPO1605",0.909,0.086
"SPO1606",0.789,0.058
"SPO1607",0.791,0.267
"SPO1608",1.036,0.036
"SPO1609",0.977,0.053
"SPO1610",0.878,0.147
"SPO1611",1.085,0.252
"SPO1612",0.782,0.107
"SPO1614",0.965,0.079
"SPO1615",1.073,0.058
"SPO1616",0.899,0.183
"SPO1617",0.933,0.045
"SPO1620",0.685,0.259
"SPO1621",1.141,0.042
"SPO1622",0.781,0.106
"SPO1623",1.077,0.117
"SPO1624",0.996,0.069
"SPO1625",0.973,0.074
"SPO1626",0.964,0.013
"SPO1627",0,NA
"SPO1628",0.788,0.081
"SPO1629",1.048,0.072
"SPO1630",0.728,0.476
"SPO1633",1.114,0.104
"SPO1636",0.959,0.351
"SPO1638",0.929,0.084
"SPO1639",0.83,0.291
"SPO1640",1.046,0.042
"SPO1641",0.876,0.071
"SPO1642",0.87,0.039
"SPO1643",0.954,0.058
"SPO1644",0.854,0.043
"SPO1646",0.832,0.175
"SPO1647",0.838,0.038
"SPO1648",0.854,0.046
"SPO1649",1.168,0.051
"SPO1651",0.837,0.076
"SPO1652",0.885,0.039
"SPO1655",0.982,0.039
"SPO1656",0.967,0.02
"SPO1657",0.911,0.03
"SPO1658",0.958,0.055
"SPO1659",0.938,0.042
"SPO1660",0.968,0.248
"SPO1663",1.038,0.061
"SPO1668",0.927,0.082
"SPO1676",1.023,0.012
"SPO1677",0,0
"SPO1678",1.045,0.095
"SPO1679",1.018,0.013
"SPO1681",0.939,0.048
"SPO1682",0.899,0.096
"SPO1683",0.787,0.144
"SPO1685",0.956,0.106
"SPO1686",0.986,0.098
"SPO1687",0.971,0.053
"SPO1688",0.875,0.027
"SPO1689",0.928,0.059
"SPO1690",1.026,0.03
"SPO1693",1.033,0.007
"SPO1694",1.001,0.011
"SPO1695",0.982,0.017
"SPO1696",0.957,0.058
"SPO1697",0.972,0.022
"SPO1698",0.924,0.065
"SPO1699",1.088,0.066
"SPO1700",0.941,0.057
"SPO1701",0.991,0.038
"SPO1702",0.938,0.031
"SPO1703",0.941,0.029
"SPO1704",0.938,0.056
"SPO1705",0.903,0.051
"SPO1707",1.048,0.015
"SPO1707a",0.957,0.046
"SPO1708",1.076,0.016
"SPO1709",0.956,0.059
"SPO1710",0.981,0.032
"SPO1711",0.767,0.08
"SPO1713",0.994,0.09
"SPO1714",0.963,0.04
"SPO1715",0.777,0.131
"SPO1716",0.964,0.042
"SPO1717",0.873,0.085
"SPO1718",0.891,0.048
"SPO1719",0.981,0.135
"SPO1720",1.029,0.074
"SPO1721",0.884,0.14
"SPO1722",0.814,0.141
"SPO1723",1.072,0.016
"SPO1724",0.905,0.089
"SPO1725",1.104,0.022
"SPO1727",0.24,0.24
"SPO1728",1.052,0.073
"SPO1729",0.069,0.069
"SPO1734",0.233,0.233
"SPO1735",0.781,0.418
"SPO1736",0.972,0.067
"SPO1737",0.605,0.345
"SPO1738",1.23,0.111
"SPO1740",1.033,0.041
"SPO1741",0.923,0.075
"SPO1742",0.93,0.032
"SPO1743",1.08,0.068
"SPO1744",1.029,0.043
"SPO1745",0.882,0.104
"SPO1746",0.925,0.035
"SPO1747",0.427,NA
"SPO1748",1.235,0.087
"SPO1751",1.043,0.016
"SPO1752",0,NA
"SPO1755",0.953,0.034
"SPO1756",1.091,0.013
"SPO1757",0.954,0.016
"SPO1761",1.004,0.077
"SPO1762",1.058,0.038
"SPO1763",0,NA
"SPO1764",1.017,0.069
"SPO1765",0.976,0.048
"SPO1766",1.075,0.093
"SPO1767",1.164,0.084
"SPO1769",1.099,0.01
"SPO1770",0.905,0.051
"SPO1771",1.049,0.055
"SPO1772",1.144,0.045
"SPO1773",0.981,0.04
"SPO1774",0.868,0.111
"SPO1775",0.819,0.035
"SPO1776",1.078,0.028
"SPO1777",1.056,0.008
"SPO1779",0.912,0.064
"SPO1780",1.098,0.049
"SPO1781",1.068,0.067
"SPO1782",0.843,0.102
"SPO1783",1.026,0.025
"SPO1784",0.277,0.277
"SPO1785",1.005,0.02
"SPO1786",0.958,0.071
"SPO1787",1.023,0.083
"SPO1788",0.961,0.102
"SPO1789",0.993,0.074
"SPO1790",1.095,0.019
"SPO1791",1.078,0.068
"SPO1792",0.796,0.308
"SPO1793",0.936,0.09
"SPO1794",0.904,0.122
"SPO1795",0.547,0.283
"SPO1796",0.923,0.016
"SPO1798",0.932,0.08
"SPO1799",0.971,NA
"SPO1800",0.887,0.028
"SPO1801",0.984,0.083
"SPO1804",0.978,0.037
"SPO1806",0.971,0.026
"SPO1808",0.974,0.02
"SPO1809",0.935,0.028
"SPO1810",0.908,0.009
"SPO1812",1.047,0.015
"SPO1813",1.024,0.013
"SPO1814",1.025,0.008
"SPO1815",1,0.055
"SPO1816",0.966,0.021
"SPO1817",0.645,0.216
"SPO1818",0.855,0.084
"SPO1819",1.169,0.456
"SPO1820",0.963,0.073
"SPO1822",0.924,0.071
"SPO1823",0.732,0.374
"SPO1825",0.831,0.052
"SPO1826",0.988,0.117
"SPO1828",0.948,0.058
"SPO1829",0.99,0.106
"SPO1830",1.108,0.097
"SPO1831",1.181,0.053
"SPO1832",1.04,0.051
"SPO1833",1.059,0.022
"SPO1834",1.029,0.032
"SPO1835",1.24,0.065
"SPO1836",0.992,0.038
"SPO1837",0.921,0.022
"SPO1838",0.923,0.045
"SPO1839",0.845,0.065
"SPO1840",0.883,0.155
"SPO1841",1.008,0.035
"SPO1842",1.139,0.139
"SPO1843",1.129,0.105
"SPO1844",0.455,0.455
"SPO1845",0.883,0.064
"SPO1846",0.934,0.103
"SPO1847",0.95,0.023
"SPO1848",0.907,0.093
"SPO1849",0.956,0.069
"SPO1850",0.491,0.305
"SPO1851",0.54,0.33
"SPO1852",1.038,0.058
"SPO1853",1.043,0.118
"SPO1854",1.091,0.027
"SPO1855",1.07,0.038
"SPO1856",1.004,0.037
"SPO1857",0.959,0.031
"SPO1858",0.189,0.189
"SPO1859",0.324,0.324
"SPO1860",0.99,0.02
"SPO1861",0.896,0.074
"SPO1862",0.983,0.044
"SPO1863",0.69,0.089
"SPO1865",1.255,0.112
"SPO1866",1.086,0.024
"SPO1868",0.105,0.105
"SPO1869",0.51,0.309
"SPO1870",0.504,0.051
"SPO1871",1.019,0.033
"SPO1873",1.078,0.005
"SPO1874",1.03,0.015
"SPO1875",1.05,0.04
"SPO1876",1.056,0.023
"SPO1878",0.81,0.274
"SPO1879",0.605,0.321
"SPO1882",1.055,0.087
"SPO1883",0.936,0.024
"SPO1884",0.137,0.111
"SPO1885",0.799,0.173
"SPO1886",1.06,0.059
"SPO1887",0.265,0.189
"SPO1888",0.195,0.195
"SPO1889",0.577,0.062
"SPO1890",0.349,0.202
"SPO1891",0.771,0.187
"SPO1893",1.04,0.061
"SPO1897",1.114,0.07
"SPO1898",1.048,0.047
"SPO1900",0.856,0.103
"SPO1901",1.101,0.069
"SPO1902",1.202,0.073
"SPO1903",0.704,0.235
"SPO1905",0.976,0.053
"SPO1906",1.079,0.085
"SPO1907",1.043,0.028
"SPO1908",1.018,0.026
"SPO1909",0.937,0.043
"SPO1911",0.907,0.084
"SPO1912",1.033,0.055
"SPO1913",0.92,0.047
"SPO1914",0.963,0.034
"SPO1916",1.011,0.03
"SPO1917",0.952,0.065
"SPO1918",0.948,0.065
"SPO1919",1.03,0.051
"SPO1920",0.932,0.105
"SPO1921",0.773,0.167
"SPO1922",1.025,0.017
"SPO1923",1.103,0.019
"SPO1925",1.02,0.019
"SPO1926",1.014,0.003
"SPO1927",1.042,0.009
"SPO1928",1.059,0.015
"SPO1929",1.043,0.035
"SPO1931",0.967,0.083
"SPO1932",1.063,0.019
"SPO1933",1.058,0.065
"SPO1934",1.035,0.046
"SPO1935",0.966,0.022
"SPO1936",1.03,0.047
"SPO1937",1.005,0.049
"SPO1938",0.939,0.02
"SPO1939",1.032,0.027
"SPO1940",1.002,0.061
"SPO1941",1.075,0.008
"SPO1943",0.935,0.133
"SPO1944",1.01,0.077
"SPO1946",1.024,0.042
"SPO1947",1.006,0.034
"SPO1948",1.048,0.022
"SPO1949",1.056,0.032
"SPO1950",1.013,0.027
"SPO1951",1.036,0.03
"SPO1952",0.877,0.128
"SPO1953",0.943,0.202
"SPO1954",1.077,0.108
"SPO1955",0.987,0.115
"SPO1956",0.946,0.038
"SPO1957",0.983,0.045
"SPO1958",0.747,0.257
"SPO1959",1.04,0.057
"SPO1960",1.001,0.035
"SPO1961",0.883,0.12
"SPO1962",0.93,0.112
"SPO1963",0.993,0.055
"SPO1964",0.921,0.03
"SPO1966",1.181,0.263
"SPO1967",1.001,0.095
"SPO1969",0.885,0.039
"SPO1970",1.052,0.072
"SPO1971",0.621,0.153
"SPO1972",0.973,0.117
"SPO1973",0,0
"SPO1974",0.981,0.027
"SPO1975",0.757,0.284
"SPO1977",0.948,0.05
"SPO1978",0.931,0.034
"SPO1982",0.826,0.117
"SPO1983",0.967,0.043
"SPO1984",0.919,0.008
"SPO1985",0.956,0.084
"SPO1986",0.808,0.113
"SPO1987",1.097,0.035
"SPO1988",1.044,0.035
"SPO1991",0.966,0.04
"SPO1992",0.94,0.077
"SPO1994",1.059,0.125
"SPO1995",0.94,0.042
"SPO1996",0.936,0.032
"SPO1997",0.944,0.043
"SPO1998",1.014,0.039
"SPO1999",0.995,0.017
"SPO2000",0.85,0.235
"SPO2001",0.896,0.079
"SPO2002",1.067,0.036
"SPO2003",0.956,0.061
"SPO2004",1.018,0.051
"SPO2005",0.753,0.258
"SPO2006",0.893,0.064
"SPO2007",0.983,0.062
"SPO2008",0.483,0.483
"SPO2009",0.594,0.212
"SPO2010",0.978,0.055
"SPO2013",0.919,0.043
"SPO2015",0.129,0.129
"SPO2016",1.058,0.1
"SPO2021",0,NA
"SPO2023",0,NA
"SPO2024",0,NA
"SPO2025",0.677,0.255
"SPO2028",1.072,0.009
"SPO2029",1.059,0.018
"SPO2030",1.095,0.038
"SPO2031",0.983,0.049
"SPO2032",1.052,0.078
"SPO2034",0.78,0.053
"SPO2035",0.727,0.364
"SPO2036",0.923,0.034
"SPO2037",1.047,0.012
"SPO2038",1.111,0.059
"SPO2039",0.443,0.256
"SPO2040",0.94,0.021
"SPO2041",0.284,0.045
"SPO2042",0.883,0.003
"SPO2044",0.965,0.032
"SPO2045",1.012,0.006
"SPO2046",0.322,0.188
"SPO2047",0,0
"SPO2048",0.972,0.072
"SPO2049",0.927,0.012
"SPO2050",0.874,0.109
"SPO2052",0.977,0.045
"SPO2053",1.092,0.032
"SPO2055",1.033,0.039
"SPO2057",1,0.057
"SPO2058",0.977,0.037
"SPO2059",0.9,0.055
"SPO2060",1.016,0.055
"SPO2061",1.116,0.073
"SPO2062",0.964,0.022
"SPO2063",1.049,0.038
"SPO2064",1.033,0.038
"SPO2065",1.025,0.021
"SPO2066",0.338,0.205
"SPO2067",1.094,0.051
"SPO2068",0.988,0.045
"SPO2069",1.065,0.037
"SPO2070",1.026,0.056
"SPO2071",1.053,0.021
"SPO2072",0.968,0.053
"SPO2073",1.079,0.036
"SPO2074",0.966,0.017
"SPO2075",1.069,0.036
"SPO2077",1.062,0.161
"SPO2079",0.995,0.059
"SPO2080",1.016,0.029
"SPO2081",0.752,0.037
"SPO2082",0,NA
"SPO2084",1.037,0.022
"SPO2086",0.802,0.06
"SPO2087",0.18,0.134
"SPO2088",0.094,0.094
"SPO2089",0.576,0.13
"SPO2091",1.031,0.02
"SPO2092",1.14,0.165
"SPO2093",1.022,0.108
"SPO2094",0.821,0.083
"SPO2095",0.995,0.113
"SPO2096",0.904,NA
"SPO2097",1.015,0.043
"SPO2098",1.048,0.078
"SPO2099",1,0.031
"SPO2100",1.003,0.044
"SPO2101",0.956,0.036
"SPO2103",1.056,0.016
"SPO2104",0.951,0.029
"SPO2105",0.935,0.051
"SPO2106",1.019,0.017
"SPO2107",1.032,0.036
"SPO2108",1.057,0.015
"SPO2110",1.058,0.085
"SPO2111",0.941,0.171
"SPO2112",0.731,0.256
"SPO2116",0.942,0.038
"SPO2117",0.814,0.095
"SPO2118",1.045,0.025
"SPO2119",0.996,0.017
"SPO2120",1.06,0.03
"SPO2121",0.979,0.031
"SPO2122",1.055,0.02
"SPO2123",1.022,0.057
"SPO2124",1.058,0.114
"SPO2125",1.073,0.15
"SPO2127",0.857,0.079
"SPO2128",0.943,0.065
"SPO2129",0.606,0.104
"SPO2130",1.022,0.022
"SPO2132",0.997,0.031
"SPO2133",1.027,0.049
"SPO2134",0.952,0.033
"SPO2135",0.968,0.091
"SPO2136",1.037,0.007
"SPO2137",0.807,0.054
"SPO2139",1.086,0.036
"SPO2140",1.029,0.035
"SPO2142",0.966,0.082
"SPO2143",0.985,0.032
"SPO2144",0.975,0.025
"SPO2145",0.461,0.101
"SPO2146",0.184,0.107
"SPO2147",0.923,0.024
"SPO2148",1.041,0.023
"SPO2149",0,0
"SPO2150",0.044,0.044
"SPO2151",0.162,0.162
"SPO2152",0.785,0.048
"SPO2153",0.823,0.045
"SPO2155",0.882,0.03
"SPO2156",0.999,NA
"SPO2157",0,NA
"SPO2158",1.029,0.049
"SPO2159",1.059,0.027
"SPO2160",0,0
"SPO2161",1.035,0.023
"SPO2163",1.087,0.178
"SPO2164",1.01,0.04
"SPO2166",1.051,0.037
"SPO2167",0.965,0.026
"SPO2168",0.49,0.112
"SPO2169",0.15,0.15
"SPO2170",0.791,0.081
"SPO2171",1.084,0.033
"SPO2173",0.349,0.262
"SPO2174",0.862,0.295
"SPO2176",0.983,0.015
"SPO2177",1.095,0.08
"SPO2178",0.968,0.094
"SPO2180",1.044,0.024
"SPO2182",0.992,0.08
"SPO2183",1.08,0.062
"SPO2184",0.942,0.028
"SPO2185",0.929,0.043
"SPO2186",1.006,0.033
"SPO2187",1.002,0.028
"SPO2188",0.798,0.08
"SPO2189",0.939,0.052
"SPO2190",1.061,NA
"SPO2191",0.938,0.022
"SPO2192",1.013,0.082
"SPO2192a",0.958,0.052
"SPO2193",1.005,0.016
"SPO2194",0.905,0.04
"SPO2195",0.896,0.059
"SPO2196",1.147,0.074
"SPO2197",0.957,0.037
"SPO2198",0.711,0.096
"SPO2201",0.47,0.47
